store, upc_plu, unit_size, description, sale_time, sale_time_zone, price_type, price_priority, price_multiple, unit_multiple, unit_price, units_sold, total_sale
SP2,80000000001001,1LB,Organic Bananas,1768156800000,US/Eastern,REG,1,0.00,0.0,0.69,4.1200,2.8428
SP2,80000000001002,1LB,FRESH STRAWBERRIES,1768156800000,US/Eastern,REG,1,7.98,2.0,3.99,2.00,7.98
SP2,80000000001003,6OZ,Blueberries Organic,1768156800000,US/Eastern,REG,1,4.49,1.0,4.49,1.00,4.49
SP2,80000000001004,EACH,Hass Avocados,1768156800000,US/Eastern,REG,1,6.45,5.0,1.29,5.00,6.45
SP2,80000000001005,1CT,ROMAINE LETTUCE,1768156800000,US/Eastern,REG,1,2.49,1.0,2.49,1.00,2.49
SP2,80000000001006,16OZ,Baby Spinach,1768156800000,US/Eastern,REG,1,7.98,2.0,3.99,2.00,7.98
SP2,80000000001007,1CT,Kale Bunches,1768156800000,US/Eastern,REG,1,5.98,2.0,2.99,2.00,5.98
SP2,80000000001008,EACH,Sweet Corn,1768156800000,US/Eastern,REG,1,2.00,4.0,0.50,4.00,2.00
SP2,80000000001009,1LB,Cherry Tomatoes,1768156800000,US/Eastern,REG,1,6.98,2.0,3.49,2.00,6.98
SP2,80000000001011,1LB,Carrots Organic,1768156800000,US/Eastern,REG,1,0.00,0.0,1.99,3.2100,6.3879
SP2,80000000001012,1LB,Broccoli Crowns,1768156800000,US/Eastern,REG,1,0.00,0.0,2.99,2.4500,7.3255
SP2,80000000001014,1LB,GREEN BEANS,1768156800000,US/Eastern,REG,1,0.00,0.0,2.49,1.8900,4.7061
SP2,80000000001017,EACH,Red Bell Peppers,1768156800000,US/Eastern,REG,1,7.96,4.0,1.99,4.00,7.96
SP2,80000000001018,EACH,Green Bell Peppers,1768156800000,US/Eastern,REG,1,3.87,3.0,1.29,3.00,3.87
SP2,80000000001019,1LB,yellow onions,1768156800000,US/Eastern,REG,1,0.00,0.0,0.99,5.8900,5.8311
SP2,80000000001020,1LB,RED ONIONS,1768156800000,US/Eastern,REG,1,0.00,0.0,1.29,3.1200,4.0248
SP2,80000000001021,5LB,Russet Potatoes,1768156800000,US/Eastern,REG,1,4.99,1.0,4.99,1.00,4.99
SP2,80000000001029,1LB,Red Grapes Seedless,1768156800000,US/Eastern,REG,1,0.00,0.0,3.99,3.1500,12.5685
SP2,80000000001030,1LB,GREEN GRAPES,1768156800000,US/Eastern,REG,1,0.00,0.0,3.99,2.8700,11.4513
SP2,80000000001031,1LB,Fuji Apples,1768156800000,US/Eastern,REG,1,0.00,0.0,1.99,4.2300,8.4177
SP2,80000000001032,1LB,GALA APPLES,1768156800000,US/Eastern,REG,1,0.00,0.0,1.79,2.9500,5.2805
SP2,80000000001034,1CT,,1768156800000,US/Eastern,REG,1,4.74,6.0,0.79,6.00,4.74
SP2,80000000001035,3LB,Mandarin Oranges,1768156800000,US/Eastern,REG,1,5.99,1.0,5.99,1.00,5.99
SP2,80000000001036,1CT,LEMONS,1768156800000,US/Eastern,REG,1,3.54,6.0,0.59,6.00,3.54
SP2,80000000001037,1CT,Limes,1768156800000,US/Eastern,REG,1,1.47,3.0,0.49,3.00,1.47
SP2,80000000001038,EACH,pineapple Fresh,1768156800000,US/Eastern,REG,1,3.99,1.0,3.99,1.00,3.99
SP2,80000000001039,EACH,Mangoes,1768156800000,US/Eastern,REG,1,5.96,4.0,1.49,4.00,5.96
SP2,80000000001040,1LB,bartlett pears,1768156800000,US/Eastern,REG,1,0.00,0.0,1.99,2.6700,5.3133
SP2,80000000001044,1CT,Fresh cilantro,1768156800000,US/Eastern,REG,1,0.99,1.0,0.99,1.00,0.99
SP2,80000000001047,1LB,Radishes,1768156800000,US/Eastern,REG,1,0.00,0.0,1.29,0.8900,1.1481
