store,upc_plu,price,price_type,price_priority,start_date,end_date
-----,-------,-----,----------,--------------,----------,--------
301,3001,0.49,REG,NULL,2026-01-05,NULL
301,3002,1.89,REG,NULL,2026-01-05,NULL
301,3003,3.49,TPR,99,2026-01-05,2026-01-19
301,3004,2.99,REG,NULL,2026-01-05,NULL
301,3005,1.49,REG,NULL,2026-01-05,NULL
301,3006,1.79,AD,35,2026-01-05,2026-01-11
301,3007,2.49,REG,NULL,2026-01-05,NULL
301,3008,2.79,REG,NULL,2026-01-05,NULL
301,3009,3.29,REG,NULL,2026-01-05,NULL
301,3010,1.19,REG,NULL,2026-01-05,NULL
301,3011,4.79,REG,NULL,2026-01-05,NULL
301,3012,4.79,TPR,99,2026-01-05,2026-01-26
301,3013,4.29,REG,NULL,2026-01-05,NULL
301,3014,3.19,REG,NULL,2026-01-05,NULL
301,3015,2.99,REG,NULL,2026-01-05,NULL
301,3016,4.49,REG,NULL,2026-01-05,NULL
301,3017,7.49,REG,NULL,2026-01-05,NULL
301,3018,5.49,AD,35,2026-01-05,2026-01-11
301,3019,11.99,REG,NULL,2026-01-05,NULL
301,3020,7.99,TPR,99,2026-01-05,2026-01-25
301,3021,4.49,REG,NULL,2026-01-05,NULL
301,3022,4.99,REG,NULL,2026-01-05,NULL
301,3023,4.79,REG,NULL,2026-01-05,NULL
301,3024,1.79,REG,NULL,2026-01-05,NULL
301,3025,2.99,AD,35,2026-01-05,2026-01-11
301,3026,3.99,REG,NULL,2026-01-05,NULL
301,3027,6.99,REG,NULL,2026-01-05,NULL
301,3028,2.19,REG,NULL,2026-01-05,NULL
301,3029,4.99,REG,NULL,2026-01-05,NULL
301,3030,7.99,REG,NULL,2026-01-05,NULL
301,3031,10.99,TPR,99,2026-01-05,2026-01-26
301,3032,5.99,REG,NULL,2026-01-05,NULL
301,3033,4.49,REG,NULL,2026-01-05,NULL
301,3034,3.49,REG,NULL,2026-01-05,NULL
301,3035,5.99,REG,NULL,2026-01-05,NULL
301,3036,3.49,REG,NULL,2026-01-05,NULL
301,3037,2.99,REG,NULL,2026-01-05,2026-01-10
301,3038,50.00,REG,NULL,2026-01-05,NULL
301,3039,2.99,REG,NULL,2026-01-05,NULL
301,3040,2.99,REG,NULL,2026-01-05,NULL
303,3001,0.54,REG,NULL,2026-01-05,NULL
303,3002,2.09,REG,NULL,2026-01-05,NULL
303,3003,3.79,TPR,99,2026-01-05,2026-01-19
303,3006,1.59,AD,35,2026-01-05,2026-01-11
